"","stage","time2","time1","temp2","transfer","temp1","province","generation","block","nobs","time2d","time2.orig","r.est2","r.est1"
"235","L2",13,0,15,FALSE,15,"IN","F1",71,1,12,13,0.0833333333333333,0.0769230769230769
"236","L2",13,0,15,FALSE,15,"NB2","F1",131,5,12,13,0.0833333333333333,0.0769230769230769
"237","L2",13,0,15,FALSE,15,"ON","F1",166,1,12,13,0.0833333333333333,0.0769230769230769
"238","L2",13,0,15,FALSE,15,"QC","F1",201,4,12,13,0.0833333333333333,0.0769230769230769
"239","L2",13,0,20,FALSE,20,"ON","F1",171,1,12,13,0.0833333333333333,0.0769230769230769
"240","L2",13,0,20,FALSE,20,"QC","F1",206,2,12,13,0.0833333333333333,0.0769230769230769
"241","L2",13,3.79166666666667,20,TRUE,10,"ON","F1",161,1,12,13,0.0104861959786754,0
"242","L2",14,0,15,FALSE,15,"AB","F1",41,2,13,14,0.0769230769230769,0.0714285714285714
"243","L2",14,0,15,FALSE,15,"ON","F1",166,1,13,14,0.0769230769230769,0.0714285714285714
"244","L2",14,0,15,FALSE,15,"QC","F1",201,5,13,14,0.0769230769230769,0.0714285714285714
"245","L2",14,0,20,FALSE,20,"AB","F1",46,1,13,14,0.0769230769230769,0.0714285714285714
"246","L2",15,0,15,FALSE,15,"AB","F1",41,1,14,15,0.0714285714285714,0.0666666666666667
"247","L2",15,0,15,FALSE,15,"NB2","F1",131,1,14,15,0.0714285714285714,0.0666666666666667
"248","L2",15,0,15,FALSE,15,"QC","F1",201,3,14,15,0.0714285714285714,0.0666666666666667
"249","L2",15,0,20,FALSE,20,"NB2","F1",136,1,14,15,0.0714285714285714,0.0666666666666667
"250","L2",15.125,3.79166666666667,20,TRUE,10,"ON","F1",161,2,14.125,15.125,0.00896223533094957,0
"251","L2",16,0,15,FALSE,15,"AB","F1",41,1,15,16,0.0666666666666667,0.0625
"252","L2",16,0,15,FALSE,15,"QC","F1",201,1,15,16,0.0666666666666667,0.0625
"253","L2",17.9583333333333,0,15,FALSE,15,"ON","F1",166,1,16.9583333333333,17.9583333333333,0.058968058968059,0.0556844547563805
"254","L2",18,0,15,FALSE,15,"AB","F1",41,1,17,18,0.0588235294117647,0.0555555555555556
"255","L3",1.82291666666667,0,30,FALSE,30,"ON","F1",182,1,0,0.822916666666667,Inf,0.548571428571429
"256","L3",1.97777777777778,0,35,FALSE,35,"ON","F1",187,1,0,0.977777777777778,Inf,0.50561797752809
"257","L3",2,0,30,FALSE,30,"IPU","F0",22,1,0,1,Inf,0.5
"258","L3",2,0,35,FALSE,35,"IPU","F0",27,1,0,1,Inf,0.5
"259","L3",8.70833333333333,0,10,FALSE,10,"NB2","F1",127,2,6.70833333333333,7.70833333333333,0.149068322981366,0.114832535885167
"260","L3",1.89027777777778,1.09027777777778,20,TRUE,30,"ON","F1",182,1,0,0.890277777777778,0.917197452229299,0.408985081941576
"261","L3",1.91666666666667,1.50347222222222,20,TRUE,30,"ON","F1",182,2,0,0.916666666666667,0.665127020785219,0.347561959579337
"262","L3",1.97291666666667,7.82777777777778,20,TRUE,10,"IPU","F0",2,19,0,0.972916666666667,0.127750177430802,0.0238602660679603
"263","L3",1.98263888888889,0.977777777777778,20,TRUE,35,"ON","F1",187,1,0,0.982638888888889,1.02272727272727,0.192513964138158
"264","L3",1.99305555555556,1,20,TRUE,35,"IPU","F0",27,12,0,0.993055555555556,1,0.410114184290709
"265","L3",2,0,20,FALSE,20,"IN","F1",77,1,0,1,Inf,0.5
"266","L3",2,0,25,FALSE,25,"AB","F1",52,2,0,1,Inf,0.5
"267","L3",2,0,25,FALSE,25,"NB2","F1",142,1,0,1,Inf,0.5
"268","L3",2,0,25,FALSE,25,"ON","F1",177,2,0,1,Inf,0.5
"269","L3",2.00347222222222,1.01388888888889,20,TRUE,35,"IPU","F0",27,1,0.00347222222222232,1.00347222222222,0.984879470957334,0.406545101569831
"270","L3",2.02083333333333,1.04861111111111,20,TRUE,30,"IPU","F0",22,2,0.0208333333333333,1.02083333333333,0.945728878914946,0.400061794068033
"271","L3",2.02638888888889,1.02569444444444,20,TRUE,30,"ON","F1",182,2,0.026388888888889,1.02638888888889,0.964343902995481,0.40354357600436
"272","L3",2.03541666666667,1.11388888888889,20,TRUE,35,"IPU","F0",27,3,0.0354166666666667,1.03541666666667,0.885881261836418,0.387175911945654
"273","L3",2.03819444444444,1,20,TRUE,30,"IPU","F0",22,28,0.0381944444444444,1.03819444444444,0.984168301748319,0.40593173514495
"274","L3",2.04166666666667,0.75,20,TRUE,30,"QC","F1",217,2,0.0416666666666667,1.04166666666667,1.30488829176533,0.469905660652826
"275","L3",2.04166666666667,8.04166666666667,20,TRUE,10,"ON","F1",162,1,0.0416666666666667,1.04166666666667,0.122201427089917,0.0493010121466093
"276","L3",2.05763888888889,1.00138888888889,20,TRUE,30,"IPU","F0",22,1,0.0576388888888888,1.05763888888889,0.974977506563975,0.403417946921065
"277","L3",2.0625,0.996527777777778,20,TRUE,30,"IPU","F0",22,9,0.0625,1.0625,0.977659566404373,0.403641150660822
"278","L3",2.06597222222222,0.878472222222222,20,TRUE,35,"ON","F1",187,1,0.0659722222222221,1.06597222222222,1.08531464038301,0.189668560788132
"279","L3",2.07638888888889,1.02777777777778,20,TRUE,35,"IPU","F0",27,6,0.0763888888888888,1.07638888888889,0.943413179512996,0.395841609963161
"280","L3",2.08333333333333,0.833333333333333,20,TRUE,30,"IN","F1",87,1,0.0833333333333333,1.08333333333333,1.15565035212356,0.444238966922427
"281","L3",2.08333333333333,0.875,20,TRUE,30,"NB2","F1",147,1,0.0833333333333333,1.08333333333333,1.0883522492457,0.195072104095887
"282","L3",2.08333333333333,0.916666666666667,20,TRUE,30,"IN","F1",87,3,0.0833333333333333,1.08333333333333,1.05413292800414,0.428380362771794
"283","L3",2.08333333333333,0.916666666666667,20,TRUE,30,"QC","F1",217,2,0.0833333333333333,1.08333333333333,1.05333574418086,0.430500511090274
"284","L3",2.08333333333333,0.958333333333333,20,TRUE,30,"QC","F1",217,1,0.0833333333333333,1.08333333333333,1.00904957800729,0.422914473711921
"285","L3",2.08958333333333,1,20,TRUE,30,"IPU","F0",22,1,0.0895833333333331,1.08958333333333,0.963641928487381,0.39994132921302
"286","L3",2.10902777777778,7.95694444444444,20,TRUE,10,"IPU","F0",2,6,0.109027777777778,1.10902777777778,0.116997384430388,0.022526977134287
"287","L3",2.11736111111111,1,20,TRUE,30,"IPU","F0",22,11,0.117361111111111,1.11736111111111,0.952899114794357,0.396776303473412
"288","L3",2.125,7.875,20,TRUE,10,"IN","F1",67,1,0.125,1.125,0.120487375746001,0.0485050166461724
"289","L3",2.125,7.875,20,TRUE,10,"NB2","F1",127,1,0.125,1.125,0.120548512922146,0.049015588460651
"290","L3",2.20833333333333,10.75,20,TRUE,5,"ON","F1",192,1,0.208333333333333,1.20833333333333,0.0810969363295252,0.0150517840483609
"291","L3",2.25,7.79166666666667,20,TRUE,10,"AB","F1",37,1,0.25,1.25,0.117969141431614,0.0578063119818185
"292","L3",2.29166666666667,0.916666666666667,20,TRUE,30,"NB2","F1",147,2,0.291666666666667,1.29166666666667,0.934546890872499,0.178791494493527
"293","L3",2.29166666666667,7.875,20,TRUE,10,"QC","F1",197,2,0.291666666666667,1.29166666666667,0.113030953179947,0.0475903466126567
"294","L3",2.88402777777778,1.50347222222222,20,TRUE,30,"ON","F1",182,11,0.884027777777778,1.88402777777778,0.531532413460459,0.280071914528658
"295","L3",2.97152777777778,0.963194444444444,20,TRUE,30,"ON","F1",182,2,0.971527777777778,1.97152777777778,0.725438188351029,0.323316271109533
"296","L3",2.99097222222222,1.00416666666667,20,TRUE,35,"ON","F1",187,2,0.990972222222222,1.99097222222222,0.606478243873927,0.135771287899456
"297","L3",2.99861111111111,0.99375,20,TRUE,30,"ON","F1",182,24,0.998611111111111,1.99861111111111,0.70392315491181,0.318176119661339
"298","L3",3,0,20,FALSE,20,"ON","F1",172,3,1,2,1,0.333333333333333
"299","L3",3,0,25,FALSE,25,"AB","F1",52,13,1,2,1,0.333333333333333
"300","L3",3,0,25,FALSE,25,"IN","F1",82,42,1,2,1,0.333333333333333
"301","L3",3,0,25,FALSE,25,"IPU","F0",17,91,1,2,1,0.333333333333333
"302","L3",3,0,25,FALSE,25,"NB2","F1",142,10,1,2,1,0.333333333333333
"303","L3",3,0,25,FALSE,25,"ON","F1",177,34,1,2,1,0.333333333333333
"304","L3",3,0,25,FALSE,25,"QC","F1",212,32,1,2,1,0.333333333333333
"305","L3",3,0.958333333333333,20,TRUE,35,"IN","F1",92,1,1,2,0.617680219176365,0.136093978941044
"306","L3",3,1,20,TRUE,35,"QC","F1",222,8,1,2,0.591685681633572,0.119120651995106
"307","L3",3.00347222222222,1.04861111111111,20,TRUE,30,"IPU","F0",22,1,1.00347222222222,2.00347222222222,0.679696910535285,0.311995916022372
"308","L3",3.00902777777778,0.921527777777778,20,TRUE,35,"ON","F1",187,1,1.00902777777778,2.00902777777778,0.633725094074804,0.136591702379663
"309","L3",3.01805555555556,0.992361111111111,20,TRUE,35,"ON","F1",187,1,1.01805555555556,2.01805555555556,0.604347255654311,0.134932327796698
"310","L3",3.02083333333333,1.01388888888889,20,TRUE,35,"IPU","F0",27,6,1.02083333333333,2.02083333333333,0.692405504093362,0.313091026381725
"311","L3",3.03819444444444,0.996527777777778,20,TRUE,30,"IPU","F0",22,23,1.03819444444444,2.03819444444444,0.697454814479857,0.31466151368712
"312","L3",3.04166666666667,0.875,20,TRUE,30,"AB","F1",57,1,1.04166666666667,2.04166666666667,0.661281899867564,0.1416663189648
"313","L3",3.04166666666667,0.916666666666667,20,TRUE,30,"IN","F1",87,10,1.04166666666667,2.04166666666667,0.759635773577173,0.334837934488726
"314","L3",3.04166666666667,0.958333333333333,20,TRUE,30,"QC","F1",217,3,1.04166666666667,2.04166666666667,0.731496014720218,0.332071316623039
"315","L3",3.04166666666667,0.958333333333333,20,TRUE,35,"QC","F1",222,4,1.04166666666667,2.04166666666667,0.596241247063159,0.118260769086627
"316","L3",3.04166666666667,7.91666666666667,20,TRUE,10,"NB2","F1",127,1,1.04166666666667,2.04166666666667,0.0875646852257063,0.0386892061288514
"317","L3",3.04375,0.995138888888889,20,TRUE,35,"ON","F1",187,1,1.04375,2.04375,0.597310320802961,0.133894856042557
"318","L3",3.04861111111111,1.02777777777778,20,TRUE,35,"IPU","F0",27,1,1.04861111111111,2.04861111111111,0.680346377289487,0.309799436873317
"319","L3",3.05902777777778,1.00347222222222,20,TRUE,30,"IPU","F0",22,1,1.05902777777778,2.05902777777778,0.689891415261535,0.312507677880499
"320","L3",3.06111111111111,1.00138888888889,20,TRUE,30,"IPU","F0",22,1,1.06111111111111,2.06111111111111,0.690465838981146,0.312565059810543
"321","L3",3.06944444444444,1,20,TRUE,30,"IPU","F0",22,15,1.06944444444444,2.06944444444444,0.689456209676128,0.312116822588698
"322","L3",3.06944444444444,1,20,TRUE,35,"IPU","F0",27,22,1.06944444444444,2.06944444444444,0.689253771508501,0.311027283995388
"323","L3",3.07291666666667,10.78125,20,TRUE,5,"IPU","F0",32,1,1.07291666666667,2.07291666666667,0.0491168962975466,0.00587100020518318
"324","L3",3.07430555555556,7.95694444444444,20,TRUE,10,"IPU","F0",2,10,1.07430555555556,2.07430555555556,0.0726056874115758,0.0163755183110133
"325","L3",3.08194444444444,7.82777777777778,20,TRUE,10,"IPU","F0",2,41,1.08194444444444,2.08194444444444,0.0730715619611064,0.0163747680104538
"326","L3",3.08333333333333,0.75,20,TRUE,30,"QC","F1",217,15,1.08333333333333,2.08333333333333,0.851007889450572,0.353208093504821
"327","L3",3.08333333333333,0.875,20,TRUE,30,"AB","F1",57,2,1.08333333333333,2.08333333333333,0.650320658350249,0.139986401660544
"328","L3",3.08333333333333,0.875,20,TRUE,30,"NB2","F1",147,13,1.08333333333333,2.08333333333333,0.692203327598922,0.139529597003914
"329","L3",3.08333333333333,0.916666666666667,20,TRUE,30,"AB","F1",57,3,1.08333333333333,2.08333333333333,0.633164006940368,0.139174628516855
"330","L3",3.08333333333333,0.916666666666667,20,TRUE,30,"QC","F1",217,14,1.08333333333333,2.08333333333333,0.745298709196629,0.333571406734738
"331","L3",3.08333333333333,0.958333333333333,20,TRUE,30,"QC","F1",217,3,1.08333333333333,2.08333333333333,0.722851206240291,0.328998716539324
"332","L3",3.08333333333333,0.958333333333333,20,TRUE,35,"QC","F1",222,1,1.08333333333333,2.08333333333333,0.586191529347506,0.116841597023453
"333","L3",3.08333333333333,7.66666666666667,20,TRUE,10,"ON","F1",162,1,1.08333333333333,2.08333333333333,0.0881305271784582,0.0382344511395992
"334","L3",3.08333333333333,7.875,20,TRUE,10,"QC","F1",197,10,1.08333333333333,2.08333333333333,0.0870641497421298,0.0391372111151128
"335","L3",3.08333333333333,7.91666666666667,20,TRUE,10,"ON","F1",162,1,1.08333333333333,2.08333333333333,0.0862306392543529,0.0378724431205913
"336","L3",3.08333333333333,7.91666666666667,20,TRUE,10,"QC","F1",197,2,1.08333333333333,2.08333333333333,0.086749451108739,0.0390734933002671
"337","L3",3.08958333333333,1,20,TRUE,30,"IPU","F0",22,31,1.08958333333333,2.08958333333333,0.685447777871408,0.310714487115558
"338","L3",3.125,0.916666666666667,20,TRUE,30,"NB2","F1",147,2,1.125,2.125,0.663024901552545,0.137105920326124
"339","L3",3.125,7.66666666666667,20,TRUE,10,"NB2","F1",127,1,1.125,2.125,0.0873331480449649,0.0383314409942301
"340","L3",3.125,7.70833333333333,20,TRUE,10,"NB2","F1",127,12,1.125,2.125,0.0870165053223951,0.0382703178096904
"341","L3",3.125,7.75,20,TRUE,10,"AB","F1",37,3,1.125,2.125,0.0923099464292151,0.0477216799654861
"342","L3",3.125,7.79166666666667,20,TRUE,10,"IN","F1",67,21,1.125,2.125,0.0861082507679992,0.0376945198942228
"343","L3",3.125,7.79166666666667,20,TRUE,10,"ON","F1",162,1,1.125,2.125,0.0861077992093184,0.0376942327380739
"344","L3",3.125,7.875,20,TRUE,10,"NB2","F1",127,3,1.125,2.125,0.0857725671481021,0.0380277620531296
"345","L3",3.125,7.875,20,TRUE,10,"ON","F1",162,3,1.125,2.125,0.0854943218841238,0.0375761989058266
"346","L3",3.16666666666667,7.875,20,TRUE,10,"IN","F1",67,12,1.16666666666667,2.16666666666667,0.0844725592432587,0.0372270045010342
"347","L3",3.16666666666667,7.875,20,TRUE,10,"NB2","F1",127,6,1.16666666666667,2.16666666666667,0.0847538229513833,0.037675853817991
"348","L3",3.16666666666667,7.95833333333333,20,TRUE,10,"ON","F1",162,2,1.16666666666667,2.16666666666667,0.0838816370195037,0.0371115921165593
"349","L3",3.17361111111111,10.9479166666667,20,TRUE,5,"IPU","F0",32,1,1.17361111111111,2.17361111111111,0.0466740152623485,0.00569075834259235
"350","L3",3.19791666666667,1.05902777777778,20,TRUE,30,"ON","F1",182,4,1.19791666666667,2.19791666666667,0.636504335836027,0.298415050927965
"351","L3",3.20833333333333,7.875,20,TRUE,10,"NB2","F1",127,3,1.20833333333333,2.20833333333333,0.083758994506651,0.0373303989684614
"352","L3",3.20833333333333,7.75,20,TRUE,10,"IN","F1",67,7,1.20833333333333,2.20833333333333,0.0843546897164714,0.0370548065261136
"353","L3",3.20833333333333,7.75,20,TRUE,10,"ON","F1",162,26,1.20833333333333,2.20833333333333,0.0843542242619631,0.0370545216341366
"354","L3",3.20833333333333,7.79166666666667,20,TRUE,10,"QC","F1",197,3,1.20833333333333,2.20833333333333,0.0846089589300306,0.0381906822774954
"355","L3",3.20833333333333,7.83333333333333,20,TRUE,10,"ON","F1",162,49,1.20833333333333,2.20833333333333,0.0837653938603723,0.0369404540629491
"356","L3",3.225,10.8618055555556,20,TRUE,5,"IPU","F0",32,5,1.225,2.225,0.0458760735692565,0.00560835094653288
"357","L3",3.25,0.833333333333333,20,TRUE,30,"IN","F1",87,8,1.25,2.25,0.761592716236287,0.328411879601296
"358","L3",3.25,0.875,20,TRUE,30,"IN","F1",87,1,1.25,2.25,0.738168396481449,0.323978611897797
"359","L3",3.25,0.958333333333333,20,TRUE,30,"NB2","F1",147,10,1.25,2.25,0.618951336118306,0.131745773748394
"360","L3",3.25,7.79166666666667,20,TRUE,10,"AB","F1",37,4,1.25,2.25,0.0891480230981857,0.0464582622715312
"361","L3",3.25,10.7916666666667,20,TRUE,5,"QC","F1",227,4,1.25,2.25,0.047105141805044,0.00789776277361229
"362","L3",3.29166666666667,7.79166666666667,20,TRUE,10,"QC","F1",197,13,1.29166666666667,2.29166666666667,0.082666271922502,0.0375063799018471
"363","L3",3.29166666666667,10.7916666666667,20,TRUE,5,"NB2","F1",157,1,1.29166666666667,2.29166666666667,0.0455839616359954,0.00679979486641579
"364","L3",3.29166666666667,10.9166666666667,20,TRUE,5,"NB2","F1",157,1,1.29166666666667,2.29166666666667,0.045325696037334,0.00679402012352101
"365","L3",3.91666666666667,1.50347222222222,20,TRUE,30,"ON","F1",182,27,1.91666666666667,2.91666666666667,0.430522734402214,0.231984970110378
"366","L3",3.95833333333333,10.9583333333333,20,TRUE,5,"ON","F1",192,2,1.95833333333333,2.95833333333333,0.0387311661298877,0.0090272909287331
"367","L3",3.99444444444444,1.05902777777778,20,TRUE,30,"ON","F1",182,2,1.99444444444444,2.99444444444444,0.523133039369073,0.254976861333143
"368","L3",4,0,20,FALSE,20,"IN","F1",77,1,2,3,0.5,0.25
"369","L3",4,0,20,FALSE,20,"IPU","F0",12,13,2,3,0.5,0.25
"370","L3",4,0,20,FALSE,20,"NB2","F1",137,3,2,3,0.5,0.25
"371","L3",4,0,20,FALSE,20,"ON","F1",172,2,2,3,0.5,0.25
"372","L3",4,0,20,FALSE,20,"QC","F1",207,7,2,3,0.5,0.25
"373","L3",4,0,25,FALSE,25,"AB","F1",52,52,2,3,0.5,0.25
"374","L3",4,0,25,FALSE,25,"IN","F1",82,34,2,3,0.5,0.25
"375","L3",4,0,25,FALSE,25,"IPU","F0",17,69,2,3,0.5,0.25
"376","L3",4,0,25,FALSE,25,"NB2","F1",142,43,2,3,0.5,0.25
"377","L3",4,0,25,FALSE,25,"ON","F1",177,40,2,3,0.5,0.25
"378","L3",4,0,25,FALSE,25,"QC","F1",212,74,2,3,0.5,0.25
"379","L3",4,0.916666666666667,20,TRUE,35,"IN","F1",92,2,2,3,0.446843218005844,0.105976655051419
"380","L3",4,1,20,TRUE,35,"IN","F1",92,3,2,3,0.43080149096063,0.105048927224421
"381","L3",4,1,20,TRUE,35,"QC","F1",222,35,2,3,0.420137517539336,0.0920827276346613
"382","L3",4.00694444444444,1.04861111111111,20,TRUE,30,"IPU","F0",22,1,2.00694444444444,3.00694444444444,0.528017427167374,0.254732596421894
"383","L3",4.00833333333333,7.88055555555556,20,TRUE,10,"IPU","F0",2,1,2.00833333333333,3.00833333333333,0.0533240009086613,0.0129657838153978
"384","L3",4.01041666666667,0.921527777777778,20,TRUE,35,"ON","F1",187,12,2.01041666666667,3.01041666666667,0.44854209482867,0.105810814668272
"385","L3",4.01041666666667,0.993055555555555,20,TRUE,35,"ON","F1",187,1,2.01041666666667,3.01041666666667,0.434598767278018,0.105016010190548
"386","L3",4.01111111111111,0.992361111111111,20,TRUE,35,"ON","F1",187,5,2.01111111111111,3.01111111111111,0.434644604691641,0.10500738130563
"387","L3",4.02152777777778,0.995138888888889,20,TRUE,35,"ON","F1",187,5,2.02152777777778,3.02152777777778,0.432847062533809,0.104733187310415
"388","L3",4.02638888888889,1.00138888888889,20,TRUE,30,"IPU","F0",22,2,2.02638888888889,3.02638888888889,0.539128871341198,0.256909280950398
"389","L3",4.03611111111111,1.00416666666667,20,TRUE,35,"ON","F1",187,11,2.03611111111111,3.03611111111111,0.429405686637504,0.104295783813134
"390","L3",4.04027777777778,0.963194444444444,20,TRUE,30,"ON","F1",182,7,2.04027777777778,3.04027777777778,0.544864732049019,0.259138464938573
"391","L3",4.04166666666667,0.791666666666667,20,TRUE,35,"NB2","F1",152,1,2.04166666666667,3.04166666666667,0.440017242663446,0.0673744443949517
"392","L3",4.04166666666667,0.875,20,TRUE,35,"IN","F1",92,1,2.04166666666667,3.04166666666667,0.449684594326433,0.105450557701518
"393","L3",4.04166666666667,0.916666666666667,20,TRUE,35,"NB2","F1",152,5,2.04166666666667,3.04166666666667,0.417077103055385,0.0668117686707968
"394","L3",4.04166666666667,0.958333333333333,20,TRUE,30,"NB2","F1",147,12,2.04166666666667,3.04166666666667,0.492143536669357,0.108626297138887
"395","L3",4.04166666666667,0.958333333333333,20,TRUE,35,"IN","F1",92,1,2.04166666666667,3.04166666666667,0.433441915016575,0.104531978085951
"396","L3",4.04166666666667,0.958333333333333,20,TRUE,35,"NB2","F1",152,3,2.04166666666667,3.04166666666667,0.409952855171051,0.0666262928181652
"397","L3",4.04166666666667,0.958333333333333,20,TRUE,35,"QC","F1",222,15,2.04166666666667,3.04166666666667,0.422429307000516,0.0915680518849099
"398","L3",4.04166666666667,1,20,TRUE,30,"IPU","F0",22,6,2.04166666666667,3.04166666666667,0.537666278669453,0.256278472024519
"399","L3",4.04166666666667,7.95833333333333,20,TRUE,10,"ON","F1",162,11,2.04166666666667,3.04166666666667,0.0671412178647497,0.0310633443255849
"400","L3",4.04166666666667,1,20,TRUE,35,"IPU","F0",27,5,2.04166666666667,3.04166666666667,0.537431278104543,0.255311508291207
"401","L3",4.04722222222222,7.82777777777778,20,TRUE,10,"IPU","F0",2,5,2.04722222222222,3.04722222222222,0.0528791630694588,0.0128625441919911
"402","L3",4.05208333333333,1,20,TRUE,30,"IPU","F0",22,1,2.05208333333333,3.05208333333333,0.536400991595118,0.255788175188207
"403","L3",4.08333333333333,0.75,20,TRUE,30,"QC","F1",217,55,2.08333333333333,3.08333333333333,0.637976348676735,0.285211217403814
"404","L3",4.08333333333333,0.875,20,TRUE,30,"AB","F1",57,4,2.08333333333333,3.08333333333333,0.465239888893165,0.108972886640268
"405","L3",4.08333333333333,0.875,20,TRUE,30,"NB2","F1",147,8,2.08333333333333,3.08333333333333,0.507484307388405,0.108606325633592
"406","L3",4.08333333333333,0.916666666666667,20,TRUE,30,"AB","F1",57,8,2.08333333333333,3.08333333333333,0.456392718164396,0.108480327704698
"407","L3",4.08333333333333,0.916666666666667,20,TRUE,30,"IN","F1",87,5,2.08333333333333,3.08333333333333,0.582691479217526,0.270608668085142
"408","L3",4.08333333333333,0.916666666666667,20,TRUE,30,"NB2","F1",147,5,2.08333333333333,3.08333333333333,0.496975667700412,0.108117067407367
"409","L3",4.08333333333333,0.916666666666667,20,TRUE,30,"QC","F1",217,26,2.08333333333333,3.08333333333333,0.576660399343466,0.272268861813962
"410","L3",4.08333333333333,0.916666666666667,20,TRUE,35,"IN","F1",92,1,2.08333333333333,3.08333333333333,0.436114905504799,0.104020091879197
"411","L3",4.08333333333333,0.958333333333333,20,TRUE,30,"QC","F1",217,12,2.08333333333333,3.08333333333333,0.563129788968924,0.269214745466805
"412","L3",4.08333333333333,0.958333333333333,20,TRUE,35,"AB","F1",62,1,2.08333333333333,3.08333333333333,0.329224005843419,0
"413","L3",4.08333333333333,0.958333333333333,20,TRUE,35,"QC","F1",222,1,2.08333333333333,3.08333333333333,0.417359901057834,0.0907149133969786
