"dev.low","dev.high","base","date"
4.80556748470638,5,0.05,2020-06-30
4.9734735416339,5,0.25,2020-06-30
5,5,0.5,2020-06-30
4.72835769031683,5,0.005,2020-07-01
4.84666578832986,5,0.025,2020-07-01
4.90801699425363,5,0.05,2020-07-01
5,5,0.25,2020-07-01
5,5,0.5,2020-07-01
4.80582507899442,5,0.005,2020-07-02
4.93044541348137,5,0.025,2020-07-02
5,5,0.05,2020-07-02
5,5,0.25,2020-07-02
5,5,0.5,2020-07-02
4.86903327410831,5,0.005,2020-07-03
5,5,0.025,2020-07-03
5,5,0.05,2020-07-03
5,5,0.25,2020-07-03
5,5,0.5,2020-07-03
4.93648814189019,5,0.005,2020-07-04
5,5,0.025,2020-07-04
5,5,0.05,2020-07-04
5,5,0.25,2020-07-04
5,5,0.5,2020-07-04
5,5,0.005,2020-07-05
5,5,0.025,2020-07-05
5,5,0.05,2020-07-05
5,5,0.25,2020-07-05
5,5,0.5,2020-07-05
5,5,0.005,2020-07-06
5,5,0.025,2020-07-06
5,5,0.05,2020-07-06
5,5,0.25,2020-07-06
5,5,0.5,2020-07-06
5,5,0.005,2020-07-07
5,5,0.025,2020-07-07
5,5,0.05,2020-07-07
5,5,0.25,2020-07-07
5,5,0.5,2020-07-07
5,5,0.005,2020-07-08
5,5,0.025,2020-07-08
5,5,0.05,2020-07-08
5,5,0.25,2020-07-08
5,5,0.5,2020-07-08
5,5,0.005,2020-07-09
5,5,0.025,2020-07-09
5,5,0.05,2020-07-09
5,5,0.25,2020-07-09
5,5,0.5,2020-07-09
5,5,0.005,2020-07-10
5,5,0.025,2020-07-10
5,5,0.05,2020-07-10
5,5,0.25,2020-07-10
5,5,0.5,2020-07-10
5,5,0.005,2020-07-11
5,5,0.025,2020-07-11
5,5,0.05,2020-07-11
5,5,0.25,2020-07-11
5,5,0.5,2020-07-11
